,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,noNEWS,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
1966,20240923,241690,140223,140220,141425,4550,4135,4545,4165,20,7,4195,2.070,4545,4165,20,7,103.140,421252,184677,190481,928,1717,329,1.730,12.660,9.470,8487,2585,4855,4035,5120,3365,0,0.005,-0.007,-0.007,632,724,유니테크노,-0.007
1965,20240923,256840,135058,135057,140304,6050,5500,6070,5940,0,15,6070,8.590,6070,5940,0,15,157.610,2174750,830969,1309689,5293,8316,397,1.690,8.590,5.040,12707,1958,6750,5150,6820,4775,7,0.049,-0.012,0.002,618,711,한국비엔씨,0.002
1964,20240923,035080,133600,133600,134802,13360,12140,13500,12660,20,2,12780,17.570,13500,12660,20,2,90.260,1214393,624237,563465,10700,11421,483,3.090,17.660,-0.140,15227,1561,14030,10870,14570,10870,1,0.095,-0.048,-0.048,604,760,그래디언트,-0.048
1963,20240923,034300,133254,133248,134503,15530,14110,15610,14850,17,6,14950,4.770,15610,14850,17,6,215.660,49259,14933,32205,453,599,322,-1.140,4.770,2.700,743,794,14270,12400,14270,11420,1,0.027,-0.013,-0.013,673,619,신세계건설,-0.013
1962,20240923,088130,132437,132433,133640,9110,8280,9980,9510,8,4,9760,18.450,9980,9510,8,4,109.690,693212,304660,334190,3254,3497,9,1.530,18.570,16.570,6706,10298,8240,6840,8430,6360,1,0.097,-0.011,0.097,667,568,동아엘텍,0.093
1961,20240923,464080,131003,131002,132212,7750,7040,7760,7600,19,3,7710,10.140,7760,7600,19,3,140.160,1588570,652811,914959,4187,5673,549,1.930,27.920,15.470,28865,4196,7820,5150,14000,5150,0,0.019,-0.023,-0.004,557,643,에스오에스랩,-0.004
1960,20240923,123330,130848,130843,132051,16010,14550,16280,15560,19,0,15560,4.780,16280,15560,19,0,120.860,450181,200498,242319,2069,2952,110,0.810,10.740,8.870,1142,12469,,,,,9,0.011,-0.014,-0.014,560,760,제닉,-0.014
1959,20240923,298830,125502,125502,130708,5720,5200,5920,5660,1,18,5880,15.980,5920,5660,1,18,123.430,7751276,3401912,4198899,15693,20420,362,1.250,16.170,11.740,43116,2774,5070,4010,5960,3690,0,0.075,-0.012,0.051,706,520,슈어소프트테크,0.051
1958,20240923,215480,125349,125343,130551,3445,3130,3485,3425,2,13,3465,26.230,3485,3425,2,13,186.650,3968140,1374498,2565526,26705,42333,139,2.000,26.410,7.590,13251,3937,3120,2710,3310,2710,0,0.010,-0.189,-0.179,539,759,토박스코리아,-0.048
1957,20240923,417840,124954,124951,130157,8970,8150,9200,8670,19,11,8800,8.240,9200,8670,19,11,94.750,202170,94391,89433,1168,1305,12,2.400,16.940,16.090,13921,9645,10050,7330,11590,7200,7,0.009,-0.025,-0.012,485,634,저스템,-0.012
1956,20240923,352480,124842,124842,130047,101700,92400,99900,100000,6,3,100300,8.550,99900,100000,6,3,252.110,119738,33528,84529,2925,4959,110,0.840,10.200,8.660,1056,11722,117000,92400,135400,92400,6,0.028,0.000,0.028,760,481,씨앤씨인터내셔널,0.028
1955,20240923,362990,123917,123913,125123,2240,2035,2250,2070,19,6,2110,16.570,2250,2070,19,6,93.220,1543162,778909,726133,3951,5302,549,1.910,25.480,16.570,27635,3290,2095,1760,2745,1760,0,0.055,-0.054,-0.054,669,760,드림인사이트,-0.048
1954,20240923,405920,123222,123221,124429,4335,3940,4420,4115,18,12,4140,5.080,4420,4115,18,12,92.240,447255,225209,207740,2779,3248,86,0.380,5.080,0.490,1913,1216,4145,3655,4770,3655,3,0.000,-0.035,-0.021,448,592,나라셀라,-0.021
1953,20240923,036420,122800,122800,124007,10770,9790,10760,10430,20,8,10460,7.500,10760,10430,20,8,167.560,130701,48108,80609,842,1117,232,0.740,7.500,1.340,1366,72,10320,9030,11690,8280,1,0.018,-0.007,0.018,760,587,콘텐트리중앙,0.018
1952,20240923,362990,122245,122244,123458,2015,1828,2195,1950,13,19,2115,16.850,2195,1950,13,19,98.490,740494,363960,358464,1906,2661,549,1.860,25.480,16.850,27417,1554,2095,1760,2745,1760,0,0.057,-0.056,-0.056,438,760,드림인사이트,-0.048
1951,20240923,019490,122208,122202,123417,5650,5130,5620,5350,20,2,5390,17.300,5620,5350,20,2,87.740,15819519,8024069,7040564,33153,41861,28,1.820,17.080,0.380,77970,94,,,,,0,0.041,-0.156,-0.108,457,738,하이트론,-0.048
1950,20240923,115450,121237,121236,122441,10340,9400,10410,10190,17,9,10250,17.140,10410,10190,17,9,134.300,6015041,2544087,3416823,17684,23645,464,1.540,17.030,3.790,59683,4098,9760,8550,9760,6720,0,0.018,-0.057,-0.052,433,697,HLB테라퓨틱스,-0.048
1949,20240923,355150,120446,120443,121654,9190,8340,9570,8320,18,10,8500,11.840,9570,8320,18,10,97.500,259038,128731,125510,2473,3121,227,0.820,11.840,7.640,2296,4993,11060,7440,16700,7440,0,0.020,-0.047,-0.029,395,618,코스텍시스,-0.029
1948,20240923,355150,120142,120138,121346,8350,7590,9570,8320,12,4,8760,15.260,9570,8320,12,4,105.790,242156,115338,122021,2284,3003,227,0.850,15.260,7.450,2149,4991,11060,7440,16700,7440,0,-0.008,-0.075,-0.058,387,618,코스텍시스,-0.048
1947,20240923,024120,115914,115912,121116,4125,3750,4270,3770,16,0,3770,0.270,4270,3770,16,0,71.690,335288,189165,135620,1509,1751,27,-0.050,4.470,4.000,1048,7936,4010,3600,4425,3425,0,0.000,-0.019,-0.019,382,760,KB오토시스,-0.019
1946,20240923,007770,115418,115414,120624,13540,12300,13520,12180,20,4,12300,0.000,13520,12180,20,4,71.540,64309,31832,22774,583,564,534,0.210,2.340,1.530,3017,153,12370,10980,13480,10980,0,0.000,-0.021,-0.004,373,556,한일화학,-0.004
1945,20240923,068290,113849,113847,115057,15800,14360,16330,15150,19,15,15350,6.890,16330,15150,19,15,75.220,120824,62608,47091,1273,1173,139,1.540,18.580,6.890,3809,1900,16110,13770,18140,13700,0,0.018,-0.035,-0.035,347,760,삼성출판사,-0.035
1944,20240923,215480,113539,113539,114749,3050,2770,3395,2950,14,10,3240,18.030,3395,2950,14,10,121.800,1086780,479636,584193,4261,5601,139,1.630,18.030,8.010,3486,1785,3120,2710,3310,2710,0,0.080,-0.133,-0.122,539,759,토박스코리아,-0.048
1943,20240923,105740,113257,113256,114508,9260,8410,9150,8600,20,1,8630,2.740,9150,8600,20,1,97.320,1118484,553403,538598,4705,5462,313,0.590,2.620,2.440,9979,4061,8750,7570,9830,7270,14,0.008,-0.021,-0.021,361,731,디케이락,-0.021
1942,20240923,048470,112352,112352,113559,4050,3680,4220,3825,8,15,3965,7.310,4220,3825,8,15,83.610,873281,467215,390625,3556,4617,313,1.200,7.310,6.430,3549,8656,4170,3600,4620,3465,6,0.000,-0.076,-0.074,311,645,대동스틸,-0.048
1941,20240923,003000,112225,112220,113431,5520,5010,6090,5720,17,5,5760,14.970,6090,5720,17,5,89.780,1583556,765241,687043,4292,4542,172,0.030,14.970,7.040,9330,28513,5540,4685,5540,4680,0,0.035,-0.082,-0.082,368,758,부광약품,-0.048
1940,20240923,059090,111746,111744,112948,10180,9250,10400,10080,6,9,10180,10.050,10400,10080,6,9,158.770,449314,169436,269018,1461,2433,472,4.950,29.960,19.380,27607,162920,11730,9240,17890,9220,3,0.024,-0.027,-0.022,342,721,미코,-0.022
1939,20240923,019490,111234,111231,112440,5070,4605,5280,5020,14,12,5130,11.640,5280,5020,14,12,86.450,11269150,5663289,4896132,23387,30165,28,1.240,12.080,1.020,53719,79,,,,,0,0.099,-0.113,-0.062,403,738,하이트론,-0.048
1938,20240923,295310,110837,110836,112041,15710,14280,15710,15460,19,12,15510,10.310,15710,15460,19,12,207.470,572075,184203,382171,3180,5484,14,2.470,10.810,10.310,3565,8711,15500,10910,20200,10910,2,0.080,-0.022,0.063,676,392,에이치브이엠,0.063
1937,20240923,001420,110637,110632,111848,3920,3540,3925,3535,20,9,3555,1.430,3925,3535,20,9,121.410,17123,6094,7399,85,94,27,-0.010,3.850,3.790,491,7256,3995,3475,4245,3475,0,0.015,-0.004,0.004,759,282,태원물산,0.004
1936,20240923,032980,110618,110616,111827,845,768,880,820,1,15,869,16.640,880,820,1,15,126.400,923112,391386,494696,747,1179,110,0.650,16.510,11.810,748,6045,1123,745,1265,745,0,0.000,-0.087,-0.070,276,697,바이온,-0.048
1935,20240923,159580,105921,105920,111126,4505,4095,4600,4330,15,12,4450,8.400,4600,4330,15,12,96.520,964905,481787,465013,3711,4315,110,0.530,13.420,8.770,597,4302,4750,3915,5510,3915,2,0.088,-0.056,-0.049,313,742,제로투세븐,-0.048
1934,20240923,396270,105610,105604,110817,8910,8100,9200,8900,10,20,8950,10.630,9200,8900,10,20,161.320,216569,81171,130941,1094,1747,307,1.890,10.380,5.860,1905,1737,8710,7080,13830,7080,3,0.039,-0.007,0.037,755,575,넥스트칩,0.037
1933,20240923,416180,105506,105503,110711,29850,27100,30300,29500,19,0,29500,9.870,30300,29500,19,0,166.000,142015,51444,85396,1080,1412,64,2.770,29.960,27.290,27506,24530,31500,24850,43700,24550,2,0.059,-0.029,0.020,577,365,신성에스티,0.020
1932,20240923,002620,105250,105249,110455,9630,8750,9620,8910,20,8,8960,1.130,9620,8910,20,8,72.670,22857,9425,6849,210,191,111,-0.050,6.500,5.040,3035,841,9340,8200,9960,8010,0,0.003,-0.020,-0.019,250,694,제일파마홀딩스,-0.019
1931,20240923,264900,105021,105016,110225,9500,8630,9980,9490,12,20,10000,17.100,9980,9490,12,20,94.510,733754,361972,342098,4605,5090,421,1.300,17.100,5.710,7237,3128,9110,8240,10130,8240,3,0.014,-0.104,-0.104,252,757,크라운제과,-0.048
1930,20240923,005740,105011,105011,110214,6580,5980,6700,6100,16,6,6250,5.040,6700,6100,16,6,106.190,485681,229717,243941,1769,2172,421,1.280,17.210,5.210,7078,3099,6160,5690,7050,5600,1,0.032,-0.037,-0.035,252,303,크라운해태홀딩스,-0.035
1929,20240923,320000,103854,103854,105101,2915,2650,2975,2755,20,20,2800,5.860,2975,2755,20,20,152.660,879172,332660,507824,1297,1531,405,6.980,26.650,11.610,24235,14441,3020,2345,4955,2345,2,0.009,-0.036,-0.018,285,727,한울반도체,-0.018
1928,20240923,035080,103430,103429,104639,12080,10980,13200,11610,16,19,11930,9.750,13200,11610,16,19,77.150,256816,142589,110010,2636,3045,483,1.580,9.380,-0.250,3210,63,14030,10870,14570,10870,1,0.174,-0.044,0.020,604,320,그래디언트,0.120
1927,20240923,282880,103249,103248,104453,15160,13780,16420,14930,19,0,14990,8.780,16420,14930,19,0,60.890,336745,194702,118550,2827,2458,445,3.790,29.960,20.910,25194,10223,15670,13350,19320,13350,0,-0.001,-0.037,-0.029,210,368,코윈테크,-0.029
1926,20240923,161580,102404,102400,103606,19530,17750,19750,19360,18,0,19370,7.610,19750,19360,18,0,133.440,803164,339842,453501,4651,6174,445,3.880,29.960,18.110,23202,8039,19990,14250,24000,14170,19,0.003,-0.040,-0.019,195,351,필옵틱스,-0.019
1925,20240923,354200,102135,102134,103346,4150,3770,4350,4055,17,1,4080,20.710,4350,4055,17,1,86.820,5986679,3062997,2659235,16870,18972,543,0.450,20.710,3.020,22062,9311,3490,2350,3500,2350,2,0.076,-0.036,0.076,656,250,엔젠바이오,0.073
1924,20240923,354200,100915,100914,102127,3730,3390,4095,3650,0,12,4070,20.410,4095,3650,0,12,87.300,4952952,2533256,2211508,13915,16079,543,0.260,20.270,2.530,17740,6622,3490,2350,3500,2350,2,0.079,-0.033,0.079,656,250,엔젠바이오,0.075
1923,20240923,240600,100915,100912,102125,7880,7160,7810,7590,20,5,7640,5.670,7810,7590,20,5,131.870,84529,33506,44186,357,687,64,2.410,29.960,27.020,23152,23253,8650,7060,12330,7060,0,0.007,-0.029,-0.029,213,754,유진테크놀로지,-0.029
1922,20240923,168360,95041,95038,100249,3755,3410,4080,3740,5,17,4015,18.260,4080,3740,5,17,89.970,1128964,578139,520151,2405,3301,445,3.260,29.960,18.260,23093,4368,4310,3150,7150,3150,0,0.035,-0.029,0.021,208,233,펨트론,0.021
1921,20240923,064850,94854,94853,100106,28000,25450,29600,27400,0,19,29600,29.820,29600,27400,0,19,86.150,587582,294347,253566,5610,5850,567,2.460,29.820,2.220,14923,1346,22800,7980,22800,7010,0,0.000,0.000,0.000,122,122,에프앤가이드,-0.002
1920,20240923,131290,94853,94853,100104,46750,42500,47050,46250,1,10,47000,11.240,47050,46250,1,10,226.980,70506,21025,47723,642,1204,269,2.890,13.270,11.240,10570,3195,53100,40550,60100,38800,4,0.055,-0.007,0.019,445,123,티에스이,0.019
1919,20240923,226400,94842,94837,100050,5920,5380,5970,5800,1,16,5920,10.240,5970,5800,1,16,303.450,810057,195563,593443,1142,2008,174,0.430,10.430,0.840,4667,74,5540,5000,5610,4265,3,0.035,-0.015,0.019,219,132,오스테오닉,0.019
1918,20240923,412540,94545,94544,95753,11490,10440,11900,10960,3,2,11420,9.810,11900,10960,3,2,134.630,442782,186563,251164,2338,3277,445,3.170,29.960,17.670,23068,3238,11890,8920,13870,8680,0,0.005,-0.057,-0.056,115,757,제일엠앤에스,-0.048
1917,20240923,133820,94009,94008,95213,919,833,990,872,18,9,925,12.260,990,872,18,9,121.410,856103,377278,458058,1983,2784,72,0.590,12.260,2.930,801,1792,1000,824,1101,824,0,-0.003,-0.093,-0.078,104,513,화인베스틸,-0.048
1916,20240923,306620,93949,93945,95201,2345,2130,2440,2335,13,1,2355,11.610,2440,2335,13,1,123.110,3875037,1672089,2058564,4449,5815,405,6.040,27.920,11.370,21086,8953,2240,1701,2660,1701,2,0.057,-0.051,-0.047,136,413,네온테크,-0.048
1915,20240923,450080,93847,93845,95057,116500,105900,117300,114500,4,8,114700,8.930,117300,114500,4,8,145.030,851021,337826,489954,11583,15394,64,2.370,29.960,27.830,22967,21004,105300,74300,106900,72300,5,0.030,-0.011,0.013,124,367,에코프로머티,0.013
1914,20240923,064850,93457,93455,94702,25300,23000,27750,24100,7,18,26450,16.010,27750,24100,7,18,90.620,440190,212067,192169,4447,4741,567,1.320,16.670,2.390,10665,945,22800,7980,22800,7010,0,0.119,0.006,0.119,106,95,에프앤가이드,0.116
1913,20240923,043220,92944,92939,94154,619,562,624,594,7,5,599,9.110,624,594,7,5,123.510,2400599,1026361,1267667,2152,2340,329,1.010,9.290,4.600,1443,16496,578,410,578,410,0,0.052,-0.045,0.047,753,184,티에스넥스젠,0.047
1912,20240923,446540,92833,92828,94043,4180,3800,4360,3990,2,13,4090,7.630,4360,3990,2,13,110.530,215077,100360,110925,702,795,64,2.060,29.960,27.830,22798,16291,4430,3610,5520,3610,0,0.032,-0.033,-0.018,86,542,메가터치,-0.018
1911,20240923,082270,92823,92820,94032,16770,15240,16640,15770,20,13,16010,5.470,16640,15770,20,13,101.290,995952,473755,479859,5946,6214,377,-0.270,11.660,5.400,39008,15919,15180,9900,15180,9900,1,0.062,-0.016,-0.001,451,224,젬백스,-0.001
1910,20240923,016100,92642,92639,93851,3120,2820,3150,2810,18,10,2865,3.240,3150,2810,18,10,88.990,147014,73002,64964,705,774,110,0.290,8.850,5.210,1442,2398,3095,2765,3860,2765,5,0.026,-0.007,0.023,135,77,리더스코스메틱,0.023
1909,20240923,378800,92426,92426,93628,4325,3930,4425,4140,7,16,4270,11.930,4425,4140,7,16,111.900,8726708,4001795,4478092,18181,21504,540,0.280,11.800,2.420,36332,10694,3815,1745,3815,1464,2,0.019,-0.080,-0.033,75,267,샤페론,-0.048
1908,20240923,011500,91918,91917,93124,20300,18410,20750,19980,3,8,20550,15.450,20750,19980,3,8,127.570,3630346,1557188,1986462,19738,26520,472,4.790,29.960,15.730,22539,71996,21650,11600,21650,10640,5,0.061,-0.019,0.015,267,98,한농화성,0.015
1907,20240923,382840,91654,91653,92859,13500,12270,13750,13230,0,19,13750,29.960,13750,13230,0,19,80.340,1715755,901044,723863,8159,7728,472,4.290,29.960,14.890,22474,64725,12080,9120,13990,8790,1,0.000,-0.075,-0.075,57,760,원준,-0.004
1906,20240923,457190,91202,91200,92407,53800,48850,54500,52500,18,5,52600,10.970,54500,52500,18,5,131.420,1075534,454060,596710,10795,14002,472,4.200,29.960,13.480,21562,56450,54200,29850,54200,27800,7,0.023,-0.034,-0.025,71,747,이수스페셜티케미컬,-0.025
1905,20240923,019490,91156,91155,92405,5030,4570,5080,4345,20,13,4585,-0.220,5080,4345,20,13,80.480,4840322,2344768,1886983,7585,9817,234,-0.670,0.680,0.170,1652,129,,,,,0,0.230,-0.023,0.049,403,49,하이트론,0.120
1904,20240923,019570,91049,91044,92254,714,649,726,687,19,15,701,8.010,726,687,19,15,138.690,1156691,426933,592118,483,676,119,-0.000,8.010,5.890,807,922,665,294,665,294,0,0.061,-0.037,0.016,475,294,플루토스,0.016
1903,20240923,250060,91021,91020,92228,3765,3420,3850,3595,11,17,3800,19.310,3850,3595,11,17,109.850,11828703,5314364,5837691,20845,23259,187,4.180,19.310,5.390,42420,3259,3185,2440,3545,2440,2,0.005,-0.107,-0.086,50,657,모비스,-0.048
1902,20240923,227100,90907,90906,92113,739,669,751,751,0,0,751,29.930,751,751,0,0,91.950,674808,216494,199059,310,291,279,0.270,29.930,7.740,484,914,1280,504,1479,504,0,0.000,0.000,0.000,42,42,퀀텀온,-0.003
1901,20240923,217730,90802,90801,92006,1775,1612,1815,1721,20,8,1752,9.160,1815,1721,20,8,78.050,644277,335582,261931,849,925,124,2.620,9.160,1.820,1128,1476,1738,1406,2950,1406,3,0.018,-0.026,-0.018,61,696,강스템바이오텍,-0.018
1900,20240923,086390,90639,90633,91850,9490,8620,9430,8950,20,1,9040,7.360,9430,8950,20,1,114.440,116780,47773,54671,600,712,370,0.460,7.360,2.330,1064,412,10800,8380,14600,8380,0,0.079,-0.010,-0.002,148,40,유니테스트,-0.002
1899,20240923,227100,90630,90626,91839,641,582,751,666,0,20,751,29.930,751,666,0,20,93.100,672136,213822,199059,298,291,279,0.180,29.930,8.220,482,786,1280,504,1479,504,0,0.000,0.000,0.000,37,37,퀀텀온,-0.003
1898,20240923,126730,90335,90329,91539,13330,12110,14240,12990,18,19,13270,20.310,14240,12990,18,19,91.670,505676,244679,224294,3868,3767,405,3.510,20.130,4.430,6763,89,11980,10250,15660,10240,8,0.079,-0.048,-0.024,97,749,코칩,0.076
1897,20240923,382840,90328,90327,91537,12370,11240,13270,11920,1,19,13200,24.760,13270,11920,1,19,136.390,788232,321432,438410,4759,6064,472,3.940,24.390,14.560,9850,42664,12080,9120,13990,8790,1,0.042,-0.036,-0.036,38,760,원준,0.038
1896,20240923,096690,90251,90251,91458,1621,1472,1648,1466,14,19,1549,17.350,1648,1466,14,19,103.110,779313,325998,336123,1280,1700,123,0.590,17.350,4.600,1233,9631,1522,1314,1744,1314,0,0.033,-0.110,-0.103,47,734,에이루트,-0.048
1895,20240923,024940,90116,90116,91321,5550,5040,5670,5330,14,18,5480,11.840,5670,5330,14,18,92.280,1603977,721272,665613,4808,6130,341,2.310,11.840,1.150,8729,69,5070,3935,5070,3680,3,0.005,-0.101,-0.088,27,257,PN풍년,-0.048
1894,20240923,368600,90050,90049,91258,4315,3915,4695,4400,0,20,4695,29.880,4695,4400,0,20,11.430,415931,225226,25752,334,160,18,3.120,29.880,7.130,1933,405,4300,3535,4900,3535,0,0.000,-0.004,0.000,25,26,아이씨에이치,-0.003
1893,20240923,126730,90039,90034,91256,12970,11780,14240,12110,12,20,13460,22.030,14240,12110,12,20,98.480,464383,215473,212207,3411,3554,405,3.670,21.850,4.460,6213,2950,11980,10250,15660,10240,8,0.064,-0.062,-0.038,97,749,코칩,0.061
1892,20240923,096690,90020,90017,91225,1470,1320,1648,1466,9,14,1561,18.260,1648,1466,9,14,114.480,707119,275050,314877,1146,1526,123,0.850,17.120,5.400,1126,8961,1522,1314,1744,1314,0,0.025,-0.117,-0.110,47,734,에이루트,-0.048
1891,20240920,060590,143201,143157,144405,7730,7020,7940,7330,10,19,7490,7.930,7940,7330,10,19,105.050,691460,324815,341220,2716,3686,377,2.560,30.000,17.770,5188,1851359,7820,6620,8390,6330,0,0.001,-0.037,-0.017,688,705,씨티씨바이오,-0.017
1890,20240920,011080,142826,142822,144030,644,585,643,601,19,7,607,3.580,643,601,19,7,125.550,301240,123883,155530,321,353,32,1.190,12.780,4.630,10545,728,622,545,679,520,0,0.043,-0.008,0.007,701,710,형지I&C,0.007
1889,20240920,093240,142651,142650,143856,1419,1290,1453,1317,18,3,1343,4.680,1453,1317,18,3,109.140,3678669,1642247,1792287,3577,4525,32,1.190,11.920,4.500,10504,657,1283,1031,1283,980,0,-0.001,-0.050,-0.042,680,737,형지엘리트,-0.048
1888,20240920,234690,141208,141206,142416,13550,12310,13530,13270,19,6,13450,25.350,13530,13270,19,6,96.110,9958142,5021040,4825651,45341,53705,172,2.130,29.830,25.070,6525,123563,10730,7860,10730,7250,2,0.025,-0.046,-0.046,713,760,녹십자웰빙,-0.046
1887,20240920,321370,140500,140459,141703,3260,2960,3385,3100,18,17,3245,9.630,3385,3100,18,17,95.820,1012066,501017,480096,2446,2796,92,2.030,24.290,24.040,14957,15800,3210,2810,3655,2520,0,-0.012,-0.082,-0.079,634,722,센서뷰,-0.048
1886,20240920,082270,135707,135704,140911,16010,14550,16330,15890,14,5,15990,20.860,16330,15890,14,5,85.810,6194932,3268745,2804849,36591,40900,377,2.690,30.000,20.860,5155,92696,13230,9900,13230,9900,0,0.006,-0.091,-0.051,618,698,젬백스,-0.048
1885,20240920,080720,135200,135159,140406,2800,2545,3000,2735,20,9,2850,12.200,3000,2735,20,9,119.560,548639,238553,285212,1225,1478,172,2.090,29.830,19.940,4630,101970,6250,2450,6250,2450,1,0.067,-0.039,-0.014,612,720,한국유니온제약,-0.014
1884,20240920,001060,134950,134947,140201,30150,27400,31650,29950,20,1,30200,10.420,31650,29950,20,1,83.520,756850,393321,328495,7103,5975,311,2.200,12.520,11.960,8862,50507,29950,26750,34550,25650,1,0.000,-0.053,-0.048,604,723,JW중외제약,-0.048
1883,20240920,234080,134950,134944,140158,12080,10980,12680,11600,19,1,11630,6.110,12680,11600,19,1,87.210,568122,283563,247296,3281,3098,172,2.120,29.830,20.690,4493,97922,11800,10910,12050,10910,0,-0.001,-0.049,-0.040,603,730,JW생명과학,-0.048
1882,20240920,067290,134731,134731,135935,2045,1856,2085,2085,0,0,2085,29.830,2085,2085,0,0,69.580,2260564,1013712,705374,1794,1638,506,2.580,29.830,9.630,4450,9774,1790,1489,1895,1489,1,0.000,-0.048,-0.041,599,721,JW신약,-0.003
1881,20240920,096760,134720,134718,135923,3370,3060,3905,3560,11,20,3760,22.680,3905,3560,11,20,93.720,1428825,654626,613533,2597,3219,111,0.790,22.680,6.320,5315,2325,3490,3020,3490,2900,0,0.013,-0.088,-0.072,689,721,JW홀딩스,-0.048
